Date,Adj Close
,AAPL
2023-10-05,173.04563903808594
2023-10-06,175.59814453125
2023-10-09,177.0821533203125
2023-10-10,176.48854064941406
2023-10-11,177.88351440429688
2023-10-12,178.7838134765625
2023-10-13,176.9436492919922
2023-10-16,176.81503295898438
2023-10-17,175.26173400878906
2023-10-18,173.96572875976562
2023-10-19,173.58978271484375
2023-10-20,171.0372772216797
2023-10-23,171.15599060058594
2023-10-24,171.59132385253906
2023-10-25,169.27626037597656
2023-10-26,165.1111297607422
2023-10-27,166.42697143554688
2023-10-30,168.47488403320312
2023-10-31,168.9497833251953
2023-11-01,172.1156463623047
2023-11-02,175.6772918701172
2023-11-03,174.76708984375
2023-11-06,177.31961059570312
2023-11-07,179.88201904296875
2023-11-08,180.94058227539062
2023-11-09,180.46568298339844
2023-11-10,184.65611267089844
2023-11-13,183.07110595703125
2023-11-14,185.68641662597656
2023-11-15,186.25106811523438
2023-11-16,187.93515014648438
2023-11-17,187.91534423828125
2023-11-20,189.65887451171875
2023-11-21,188.8564453125
2023-11-22,189.52020263671875
2023-11-24,188.19271850585938
2023-11-27,188.01441955566406
2023-11-28,188.61866760253906
2023-11-29,187.59832763671875
2023-11-30,188.1729278564453
2023-12-01,189.45086669921875
2023-12-04,187.6577606201172
2023-12-05,191.61044311523438
2023-12-06,190.52073669433594
2023-12-07,192.45249938964844
2023-12-08,193.8790283203125
2023-12-11,191.37269592285156
2023-12-12,192.88836669921875
2023-12-13,196.10797119140625
2023-12-14,196.25656127929688
2023-12-15,195.7216339111328
2023-12-18,194.05734252929688
2023-12-19,195.0975341796875
2023-12-20,193.00726318359375
2023-12-21,192.85862731933594
2023-12-22,191.78878784179688
2023-12-26,191.243896484375
2023-12-27,191.34295654296875
2023-12-28,191.76895141601562
2023-12-29,190.728759765625
2024-01-02,183.90322875976562
2024-01-03,182.52621459960938
2024-01-04,180.2081298828125
2024-01-05,179.48495483398438
2024-01-08,183.823974609375
2024-01-09,183.40789794921875
2024-01-10,184.44805908203125
2024-01-11,183.8536834716797
2024-01-12,184.18060302734375
2024-01-16,181.9120330810547
2024-01-17,180.9709014892578
2024-01-18,186.86526489257812
2024-01-19,189.76783752441406
2024-01-22,192.0760498046875
2024-01-23,193.35397338867188
2024-01-24,192.6803436279297
2024-01-25,192.35342407226562
2024-01-26,190.6197967529297
2024-01-29,189.93624877929688
2024-01-30,186.28077697753906
2024-01-31,182.67481994628906
2024-02-01,185.11181640625
2024-02-02,184.11126708984375
2024-02-05,185.92413330078125
2024-02-06,187.52899169921875
2024-02-07,187.637939453125
2024-02-08,186.5581512451172
2024-02-09,187.32192993164062
2024-02-12,185.6356658935547
2024-02-13,183.54275512695312
2024-02-14,182.6599578857422
2024-02-15,182.3722686767578
2024-02-16,180.83482360839844
2024-02-20,180.0908966064453
2024-02-21,180.84478759765625
2024-02-22,182.87815856933594
2024-02-23,181.04315185546875
2024-02-26,179.69415283203125
2024-02-27,181.15225219726562
2024-02-28,179.95204162597656
2024-02-29,179.2874755859375
2024-03-01,178.20628356933594
2024-03-04,173.6831817626953
2024-03-05,168.7434539794922
2024-03-06,167.75157165527344
2024-03-07,167.63253784179688
2024-03-08,169.34854125976562
2024-03-11,171.3522186279297
2024-03-12,171.8282928466797
2024-03-13,169.7453155517578
2024-03-14,171.6001739501953
2024-03-15,171.22323608398438
2024-03-18,172.31434631347656
2024-03-19,174.6552734375
2024-03-20,177.2242889404297
2024-03-21,169.98336791992188
2024-03-22,170.88600158691406
2024-03-25,169.4675750732422
2024-03-26,168.33677673339844
2024-03-27,171.9076385498047
2024-03-28,170.09246826171875
2024-04-01,168.6542205810547
2024-04-02,167.4738311767578
2024-04-03,168.27728271484375
2024-04-04,167.45401000976562
2024-04-05,168.20787048339844
2024-04-08,167.0869903564453
2024-04-09,168.29710388183594
2024-04-10,166.42239379882812
2024-04-11,173.6236572265625
2024-04-12,175.12144470214844
2024-04-15,171.2926788330078
2024-04-16,168.00946044921875
2024-04-17,166.64064025878906
2024-04-18,165.68836975097656
2024-04-19,163.6649169921875
2024-04-22,164.49807739257812
2024-04-23,165.5495147705078
2024-04-24,167.65237426757812
2024-04-25,168.51535034179688
2024-04-26,167.9300994873047
2024-04-29,172.09613037109375
2024-04-30,168.95175170898438
2024-05-01,167.9300994873047
2024-05-02,171.6299285888672
2024-05-03,181.89617919921875
2024-05-06,180.2397003173828
2024-05-07,180.9241180419922
2024-05-08,181.26136779785156
2024-05-09,183.07656860351562
2024-05-10,181.81512451171875
2024-05-13,185.02333068847656
2024-05-14,186.16555786132812
2024-05-15,188.44012451171875
2024-05-16,188.55931091308594
2024-05-17,188.589111328125
2024-05-20,189.75120544433594
2024-05-21,191.05239868164062
2024-05-22,189.61216735839844
2024-05-23,185.61927795410156
2024-05-24,188.69834899902344
2024-05-28,188.70831298828125
2024-05-29,189.0062713623047
2024-05-30,189.99952697753906
2024-05-31,190.95306396484375
2024-06-03,192.72103881835938
2024-06-04,193.0388946533203
2024-06-05,194.54864501953125
2024-06-06,193.1680145263672
2024-06-07,195.56175231933594
2024-06-10,191.81716918945312
2024-06-11,205.75254821777344
2024-06-12,211.63262939453125
2024-06-13,212.7947235107422
2024-06-14,211.0565185546875
2024-06-17,215.20834350585938
2024-06-18,212.84434509277344
2024-06-20,208.26547241210938
2024-06-21,206.0902557373047
2024-06-24,206.73587036132812
2024-06-25,207.65960693359375
2024-06-26,211.81138610839844
2024-06-27,212.65565490722656
2024-06-28,209.1991424560547
2024-07-01,215.2877960205078
2024-07-02,218.78402709960938
2024-07-03,220.0553741455078
2024-07-05,224.8130645751953
2024-07-08,226.28311157226562
2024-07-09,227.1372833251953
2024-07-10,231.4082794189453
2024-07-11,226.0347900390625
2024-07-12,228.9847412109375
2024-07-15,232.81871032714844
2024-07-16,233.23587036132812
2024-07-17,227.33595275878906
2024-07-18,222.6676483154297
2024-07-19,222.79678344726562
2024-07-22,222.4491729736328
2024-07-23,223.4920654296875
2024-07-24,217.06568908691406
2024-07-25,216.02279663085938
2024-07-26,216.4896240234375
2024-07-29,216.76771545410156
2024-07-30,217.32394409179688
2024-07-31,220.58180236816406
2024-08-01,216.8869171142578
2024-08-02,218.37680053710938
2024-08-05,207.85824584960938
2024-08-06,205.8319854736328
2024-08-07,208.40452575683594
2024-08-08,211.87100219726562
2024-08-09,214.78121948242188
2024-08-12,216.31259155273438
2024-08-13,220.03167724609375
2024-08-14,220.4791717529297
2024-08-15,223.4623565673828
2024-08-16,224.78492736816406
2024-08-19,224.6258087158203
2024-08-20,225.24234008789062
2024-08-21,225.13296508789062
2024-08-22,223.2734375
2024-08-23,225.57049560546875
2024-08-26,225.90859985351562
2024-08-27,226.75384521484375
2024-08-28,225.2224578857422
2024-08-29,228.5039825439453
2024-08-30,227.71841430664062
2024-09-03,221.52328491210938
2024-09-04,219.614013671875
2024-09-05,221.13548278808594
2024-09-06,219.58421325683594
2024-09-09,219.67369079589844
2024-09-10,218.878173828125
2024-09-11,221.4138946533203
2024-09-12,221.52328491210938
2024-09-13,221.25479125976562
2024-09-16,215.10939025878906
2024-09-17,215.5767364501953
2024-09-18,219.45492553710938
2024-09-19,227.58912658691406
2024-09-20,226.92288208007812
2024-09-23,225.2025909423828
2024-09-24,226.0975341796875
2024-09-25,225.10311889648438
2024-09-26,226.2467041015625
2024-09-27,226.51519775390625
2024-09-30,231.696044921875
2024-10-01,224.94403076171875
2024-10-02,225.51083374023438
2024-10-03,224.40704345703125
2024-10-04,225.53073120117188
2024-10-07,220.4493408203125
2024-10-08,224.50650024414062
2024-10-09,228.25538635253906
2024-10-10,227.75819396972656
2024-10-11,226.2765350341797
2024-10-14,230.0055389404297
2024-10-15,232.54129028320312
2024-10-16,230.48284912109375
2024-10-17,230.8507843017578
2024-10-18,233.68484497070312
2024-10-21,235.15655517578125
2024-10-22,234.54000854492188
2024-10-23,229.4685821533203
2024-10-24,229.27963256835938
2024-10-25,230.11492919921875
2024-10-28,232.09378051757812
2024-10-29,232.36228942871094
2024-10-30,228.812255859375
2024-10-31,224.6457061767578
2024-11-01,221.66249084472656
2024-11-04,220.76751708984375
2024-11-05,222.19947814941406
2024-11-06,221.47354125976562
2024-11-07,226.2069091796875
2024-11-08,225.93814086914062
2024-11-11,223.22042846679688
2024-11-12,223.22042846679688
2024-11-13,224.10641479492188
2024-11-14,227.19247436523438
2024-11-15,223.98695373535156
2024-11-18,226.9933624267578
2024-11-19,227.252197265625
2024-11-20,227.9689483642578
2024-11-21,227.49111938476562
2024-11-22,228.8350372314453
2024-11-25,231.82151794433594
2024-11-26,234.00167846679688
2024-11-27,233.8722381591797
2024-11-29,236.26145935058594
2024-12-02,238.51126098632812
2024-12-03,241.5574951171875
2024-12-04,241.91587829589844
2024-12-05,241.94573974609375
2024-12-06,241.74664306640625
2024-12-09,245.6390380859375
2024-12-10,246.65443420410156
2024-12-11,245.38021850585938
2024-12-12,246.8435821533203
2024-12-13,247.01283264160156
2024-12-16,249.9097137451172
2024-12-17,252.33872985839844
2024-12-18,246.9331817626953
2024-12-19,248.66534423828125
2024-12-20,253.34417724609375
2024-12-23,254.1206817626953
2024-12-24,257.0374755859375
2024-12-26,257.853759765625
2024-12-27,254.439208984375
2024-12-30,251.06448364257812
2024-12-31,249.29251098632812
2025-01-02,242.75210571289062
2025-01-03,242.26431274414062
2025-01-06,243.89691162109375
2025-01-07,241.11947631835938
2025-01-08,241.60726928710938
2025-01-10,235.7836151123047
2025-01-13,233.34463500976562
2025-01-14,232.2296905517578
2025-01-15,236.79901123046875
2025-01-16,227.23228454589844
2025-01-17,228.9445343017578
2025-01-21,221.6375732421875
2025-01-22,222.82223510742188
2025-01-23,222.65301513671875
2025-01-24,221.77694702148438
2025-01-27,228.82508850097656
2025-01-28,237.187255859375
2025-01-29,238.2823028564453
2025-01-30,236.52027893066406
2025-01-31,234.9374237060547
2025-02-03,226.9833984375
2025-02-04,231.75184631347656
2025-02-05,231.42332458496094
2025-02-06,232.16995239257812
2025-02-07,226.60511779785156
2025-02-10,226.8741912841797
2025-02-11,231.8272705078125
2025-02-12,236.06277465820312
2025-02-13,240.70689392089844
2025-02-14,243.76644897460938
2025-02-18,243.6368865966797
2025-02-19,244.03550720214844
2025-02-20,244.99224853515625
2025-02-21,244.71319580078125
2025-02-24,246.25791931152344
2025-02-25,246.1981201171875
2025-02-26,239.5408935546875
2025-02-27,236.49131774902344
2025-02-28,241.01583862304688
2025-03-03,237.2188262939453
2025-03-04,235.1259765625
2025-03-05,234.93663024902344
2025-03-06,234.52804565429688
2025-03-07,238.2552947998047
2025-03-10,226.70477294921875
2025-03-11,220.08740234375
2025-03-12,216.2405548095703
2025-03-13,208.96542358398438
2025-03-14,212.762451171875
2025-03-17,213.2707061767578
2025-03-18,211.96519470214844
2025-03-19,214.50648498535156
2025-03-20,213.37039184570312
2025-03-21,217.5261688232422
2025-03-24,219.97776794433594
2025-03-25,222.98748779296875
2025-03-26,220.77505493164062
2025-03-27,223.08717346191406
2025-03-28,217.1574249267578
2025-03-31,221.37301635742188
2025-04-01,222.4293975830078
2025-04-02,223.12701416015625
2025-04-03,202.49754333496094
2025-04-04,187.738037109375
2025-04-07,180.84161376953125
2025-04-08,171.83241271972656
2025-04-09,198.17236328125
2025-04-10,189.7710723876953
2025-04-11,197.4747314453125
2025-04-14,201.82984924316406
2025-04-15,201.4511260986328
2025-04-16,193.6079559326172
2025-04-17,196.3087158203125
2025-04-21,192.50173950195312
2025-04-22,199.059326171875
2025-04-23,203.9027557373047
2025-04-24,207.659912109375
2025-04-25,208.56680297851562
2025-04-28,209.4238739013672
2025-04-29,210.490234375
2025-04-30,211.7758331298828
2025-05-01,212.59304809570312
2025-05-02,204.6501922607422
2025-05-05,198.21221923828125
2025-05-06,197.83349609375
2025-05-07,195.58120727539062
2025-05-08,196.81698608398438
2025-05-09,197.8534393310547
2025-05-12,210.34713745117188
2025-05-13,212.48263549804688
2025-05-14,211.88389587402344
2025-05-15,211.00575256347656
2025-05-16,210.81614685058594
2025-05-19,208.3413543701172
2025-05-20,206.42539978027344
2025-05-21,201.6654052734375
2025-05-22,200.9369354248047
2025-05-23,194.85975646972656
2025-05-27,199.78936767578125
2025-05-28,199.99891662597656
2025-05-29,199.5299072265625
2025-05-30,200.4280242919922
2025-06-02,201.27622985839844
2025-06-03,202.84292602539062
2025-06-04,202.39389038085938
2025-06-05,200.20849609375
2025-06-06,203.49156188964844
2025-06-09,201.02676391601562
2025-06-10,202.2441864013672
2025-06-11,198.36236572265625
2025-06-12,198.78147888183594
2025-06-13,196.03726196289062
2025-06-16,198.0031280517578
2025-06-17,195.2289581298828
2025-06-18,196.16697692871094
2025-06-20,200.57769775390625
2025-06-23,201.07666015625
2025-06-24,199.87918090820312
2025-06-25,201.13653564453125
2025-06-26,200.57769775390625
2025-06-27,200.65753173828125
